state,response,coverage,education,employmentstatus,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_combined,effective_to_date
Oregon,1,Premium,High School or Below,Employed,F,Rural,Married,2,Web,Four-Door Car,Medsize,L2 Corporate Auto,2011-02-19
Oregon,1,Extended,Bachelor or below,Employed,F,Urban,Divorced,2,Web,Four-Door Car,Medsize,L3 Corporate Auto,2011-01-20
California,0,Basic,Bachelor or below,Other,M,Suburban,Single,3,Agent,SUV,Medsize,Personal L2 Auto,2011-01-18
California,1,Basic,Bachelor or below,Retired,M,Suburban,Single,1,Agent,Four-Door Car,Medsize,Personal L1 Auto,2011-02-11
Oregon,0,Basic,Bachelor or below,Other,F,Suburban,Single,1,Web,Four-Door Car,Medsize,L3 Personal Auto,2011-01-29
Oregon,0,Extended,Bachelor or below,Employed,F,Rural,Single,1,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-02-27
California,0,Basic,Bachelor or below,Other,M,Suburban,Married,1,Call Center,Four-Door Car,Medsize,Personal L1 Auto,2011-01-21
Nevada,1,Extended,Bachelor or below,Retired,F,Suburban,Divorced,1,Agent,Luxury,Medsize,L2 Corporate Auto,2011-02-14
Oregon,0,Basic,High School or Below,Employed,M,Urban,Married,4,Agent,Luxury,Medsize,Personal L2 Auto,2011-01-15
Oregon,1,Basic,Bachelor or below,Other,M,Suburban,Married,2,Agent,SUV,Medsize,Personal L2 Auto,2011-01-07
Oregon,0,Extended,High School or Below,Employed,M,Rural,Divorced,3,Agent,Four-Door Car,Medsize,L3 Personal Auto,2011-02-21
California,0,Extended,High School or Below,Employed,F,Rural,Single,2,Branch,Four-Door Car,Large,L3 Personal Auto,2011-02-11
California,0,Basic,Bachelor or below,Employed,M,Suburban,Married,3,Agent,Four-Door Car,Medsize,Personal L2 Auto,2011-02-26
California,0,Basic,Bachelor or below,Employed,F,Suburban,Married,3,Branch,Two-Door Car,Medsize,L3 Personal Auto,2011-02-27
California,1,Premium,Bachelor or below,Employed,M,Suburban,Single,2,Branch,Luxury,Medsize,Personal L1 Auto,2011-01-19
Oregon,0,Extended,High School or Below,Employed,M,Suburban,Married,4,Agent,Four-Door Car,Large,L3 Personal Auto,2011-02-23
Washington,0,Basic,Bachelor or below,Employed,M,Rural,Married,2,Branch,Four-Door Car,Medsize,Personal L2 Auto,2011-02-12
California,0,Premium,Bachelor or below,Employed,F,Urban,Married,2,Branch,Two-Door Car,Medsize,L1 Corporate Auto,2011-01-03
Oregon,0,Premium,Bachelor or below,Employed,M,Urban,Married,2,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-02-26
California,0,Basic,High School or Below,Other,F,Suburban,Single,4,Web,Four-Door Car,Medsize,L3 Personal Auto,2011-02-08
Arizona,1,Basic,Bachelor or below,Employed,F,Suburban,Divorced,2,Call Center,Four-Door Car,Medsize,Personal L1 Auto,2011-01-31
Washington,0,Basic,High School or Below,Employed,M,Suburban,Single,2,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-02-02
Arizona,0,Basic,Bachelor or below,Other,M,Suburban,Married,2,Web,Four-Door Car,Medsize,L3 Personal Auto,2011-02-07
California,0,Basic,Bachelor or below,Other,M,Suburban,Married,3,Agent,SUV,Medsize,Personal L2 Auto,2011-02-27
California,0,Extended,Graduate Level,Employed,F,Rural,Married,2,Call Center,Four-Door Car,Small,L3 Personal Auto,2011-02-02
Oregon,0,Premium,Bachelor or below,Employed,F,Suburban,Married,2,Agent,Four-Door Car,Small,Personal L1 Auto,2011-02-06
Arizona,0,Basic,Bachelor or below,Other,F,Suburban,Single,1,Branch,Two-Door Car,Small,L3 Personal Auto,2011-01-17
California,0,Extended,High School or Below,Employed,M,Suburban,Divorced,3,Agent,Four-Door Car,Medsize,Personal L1 Auto,2011-01-07
Nevada,0,Basic,High School or Below,Employed,F,Suburban,Married,3,Branch,Two-Door Car,Medsize,Personal L1 Auto,2011-02-15
California,0,Basic,High School or Below,Employed,M,Suburban,Divorced,1,Agent,Four-Door Car,Medsize,L3 Personal Auto,2011-01-19
Arizona,0,Basic,Bachelor or below,Other,M,Urban,Married,3,Branch,Four-Door Car,Medsize,Personal L2 Auto,2011-01-16
Washington,0,Basic,Bachelor or below,Employed,F,Rural,Married,3,Agent,Four-Door Car,Medsize,L3 Personal Auto,2011-02-06
Oregon,0,Basic,Bachelor or below,Employed,F,Urban,Married,2,Agent,Four-Door Car,Medsize,Personal L1 Auto,2011-02-03
Oregon,0,Basic,Bachelor or below,Employed,F,Suburban,Married,4,Call Center,Four-Door Car,Small,L3 Personal Auto,2011-01-03
California,0,Basic,High School or Below,Employed,M,Suburban,Married,4,Branch,Four-Door Car,Medsize,L3 Corporate Auto,2011-01-12
Arizona,0,Premium,Bachelor or below,Employed,M,Rural,Single,3,Call Center,Four-Door Car,Medsize,L3 Corporate Auto,2011-01-07
Oregon,0,Basic,Graduate Level,Other,M,Urban,Divorced,1,Agent,Two-Door Car,Large,L3 Personal Auto,2011-01-14
Washington,0,Basic,Graduate Level,Other,M,Suburban,Married,1,Agent,Four-Door Car,Medsize,Personal L1 Auto,2011-02-21
Oregon,1,Basic,Bachelor or below,Employed,M,Urban,Divorced,1,Agent,Two-Door Car,Medsize,L3 Personal Auto,2011-02-05
California,0,Premium,Bachelor or below,Employed,M,Urban,Married,1,Call Center,Four-Door Car,Medsize,L3 Personal Auto,2011-02-25
Nevada,0,Basic,High School or Below,Other,M,Suburban,Single,3,Call Center,Two-Door Car,Medsize,Personal L1 Auto,2011-02-15
Arizona,0,Basic,High School or Below,Employed,F,Urban,Divorced,1,Agent,Four-Door Car,Large,L3 Personal Auto,2011-02-24
Oregon,0,Basic,High School or Below,Employed,M,Urban,Married,2,Web,Four-Door Car,Medsize,L2 Special Auto,2011-01-02
California,0,Basic,Bachelor or below,Other,F,Suburban,Single,2,Call Center,Luxury,Small,L3 Personal Auto,2011-02-27
Arizona,0,Extended,High School or Below,Other,F,Suburban,Married,1,Branch,Two-Door Car,Medsize,L3 Personal Auto,2011-01-30
Nevada,1,Extended,High School or Below,Employed,F,Suburban,Married,2,Agent,Two-Door Car,Large,L3 Personal Auto,2011-01-15
Arizona,0,Extended,Bachelor or below,Employed,F,Suburban,Married,1,Agent,Four-Door Car,Small,L1 Special Auto,2011-02-18
Arizona,0,Extended,Bachelor or below,Employed,M,Suburban,Married,1,Agent,Luxury,Medsize,L1 Corporate Auto,2011-01-10
California,0,Extended,High School or Below,Other,M,Suburban,Single,2,Agent,Four-Door Car,Medsize,Personal L2 Auto,2011-01-04
Nevada,0,Premium,High School or Below,Employed,M,Suburban,Divorced,1,Call Center,Four-Door Car,Medsize,L2 Corporate Auto,2011-01-21
Nevada,0,Basic,Bachelor or below,Other,M,Suburban,Married,4,Call Center,Two-Door Car,Medsize,Personal L2 Auto,2011-02-13
Washington,0,Extended,Bachelor or below,Other,F,Suburban,Single,4,Web,Two-Door Car,Medsize,Personal L2 Auto,2011-01-13
California,0,Basic,High School or Below,Other,M,Suburban,Married,2,Branch,SUV,Medsize,L3 Personal Auto,2011-02-08
Arizona,0,Extended,High School or Below,Employed,M,Urban,Married,1,Call Center,Four-Door Car,Medsize,L3 Personal Auto,2011-02-05
Oregon,0,Basic,Bachelor or below,Other,M,Suburban,Single,1,Call Center,Four-Door Car,Medsize,L3 Personal Auto,2011-01-25
California,1,Basic,Bachelor or below,Employed,F,Rural,Married,2,Web,Two-Door Car,Medsize,L3 Personal Auto,2011-01-25
Oregon,0,Basic,Graduate Level,Other,F,Suburban,Married,3,Agent,Four-Door Car,Medsize,Personal L1 Auto,2011-01-27
Arizona,0,Extended,Graduate Level,Other,F,Urban,Married,2,Web,Luxury,Small,Personal L2 Auto,2011-02-12
Nevada,1,Premium,Bachelor or below,Employed,M,Suburban,Single,2,Branch,Luxury,Medsize,Personal L2 Auto,2011-01-19
Arizona,0,Basic,Bachelor or below,Employed,F,Suburban,Married,4,Agent,Four-Door Car,Medsize,L2 Special Auto,2011-02-21
Arizona,0,Basic,High School or Below,Other,M,Suburban,Married,4,Branch,Two-Door Car,Medsize,Personal L2 Auto,2011-01-09
California,0,Extended,Bachelor or below,Other,F,Suburban,Married,4,Branch,Two-Door Car,Large,Personal L1 Auto,2011-02-10
California,0,Basic,Bachelor or below,Other,M,Suburban,Married,3,Agent,Four-Door Car,Small,L3 Personal Auto,2011-02-12
Nevada,0,Basic,Graduate Level,Employed,F,Rural,Single,1,Branch,SUV,Medsize,L3 Personal Auto,2011-02-08
Oregon,1,Extended,Graduate Level,Employed,F,Suburban,Married,2,Agent,Four-Door Car,Medsize,Personal L2 Auto,2011-01-08
Oregon,0,Extended,Bachelor or below,Other,M,Rural,Married,4,Call Center,Two-Door Car,Medsize,Personal L2 Auto,2011-02-12
Nevada,1,Basic,Bachelor or below,Other,F,Suburban,Married,2,Agent,Four-Door Car,Medsize,L3 Corporate Auto,2011-01-26
Oregon,0,Premium,High School or Below,Employed,M,Suburban,Divorced,1,Agent,Four-Door Car,Medsize,Personal L1 Auto,2011-02-12
Oregon,0,Basic,Bachelor or below,Employed,F,Rural,Married,2,Branch,Four-Door Car,Large,L3 Personal Auto,2011-01-27
Arizona,0,Basic,Bachelor or below,Employed,M,Rural,Divorced,1,Agent,Four-Door Car,Small,L1 Special Auto,2011-01-12
California,0,Basic,High School or Below,Other,F,Suburban,Married,3,Web,SUV,Medsize,L3 Personal Auto,2011-02-28
Arizona,0,Extended,Bachelor or below,Employed,M,Suburban,Married,1,Branch,Four-Door Car,Medsize,L3 Corporate Auto,2011-02-03
California,0,Premium,High School or Below,Employed,F,Urban,Married,4,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-02-17
Washington,0,Basic,Bachelor or below,Employed,M,Rural,Married,2,Branch,Four-Door Car,Medsize,Personal L2 Auto,2011-01-31
Nevada,1,Basic,Bachelor or below,Other,F,Suburban,Single,1,Web,Two-Door Car,Medsize,L3 Personal Auto,2011-01-30
Washington,0,Basic,High School or Below,Other,F,Suburban,Single,3,Call Center,Four-Door Car,Large,Personal L1 Auto,2011-01-21
Oregon,0,Extended,Bachelor or below,Employed,M,Urban,Divorced,1,Agent,Four-Door Car,Medsize,L2 Corporate Auto,2011-02-17
Oregon,0,Extended,High School or Below,Employed,M,Rural,Married,2,Agent,SUV,Medsize,L3 Personal Auto,2011-01-29
California,0,Basic,Bachelor or below,Employed,M,Urban,Married,1,Agent,Four-Door Car,Medsize,L3 Personal Auto,2011-02-09
California,0,Extended,Graduate Level,Employed,F,Rural,Married,3,Agent,Four-Door Car,Medsize,L3 Corporate Auto,2011-01-21
California,0,Basic,Bachelor or below,Employed,M,Rural,Single,4,Call Center,Four-Door Car,Medsize,L3 Personal Auto,2011-01-10
Oregon,0,Basic,High School or Below,Other,M,Suburban,Single,3,Branch,SUV,Medsize,L1 Corporate Auto,2011-01-06
Oregon,0,Extended,Graduate Level,Employed,M,Rural,Divorced,1,Branch,SUV,Medsize,Personal L2 Auto,2011-01-27
Oregon,0,Basic,Bachelor or below,Employed,F,Rural,Married,2,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-02-20
Oregon,1,Basic,Bachelor or below,Employed,M,Suburban,Divorced,1,Agent,Four-Door Car,Medsize,L3 Personal Auto,2011-01-13
Washington,0,Extended,Graduate Level,Employed,F,Rural,Married,3,Branch,Four-Door Car,Large,L3 Personal Auto,2011-02-11
California,0,Basic,Bachelor or below,Employed,M,Urban,Married,4,Agent,Four-Door Car,Small,L3 Personal Auto,2011-02-19
Oregon,0,Basic,High School or Below,Employed,M,Suburban,Single,4,Agent,Four-Door Car,Small,L3 Corporate Auto,2011-02-15
Oregon,0,Basic,High School or Below,Employed,F,Urban,Married,2,Branch,SUV,Medsize,Personal L2 Auto,2011-01-09
Arizona,0,Basic,Bachelor or below,Other,M,Suburban,Single,1,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-01-09
Arizona,0,Extended,Bachelor or below,Employed,F,Urban,Divorced,2,Agent,SUV,Medsize,Personal L1 Auto,2011-02-18
Nevada,0,Extended,Graduate Level,Employed,F,Suburban,Married,3,Web,Two-Door Car,Medsize,L3 Personal Auto,2011-02-06
Oregon,0,Extended,Bachelor or below,Employed,F,Suburban,Married,4,Web,Four-Door Car,Small,L1 Special Auto,2011-01-06
Arizona,1,Premium,High School or Below,Employed,F,Suburban,Married,2,Call Center,Two-Door Car,Small,Personal L2 Auto,2011-02-14
Oregon,0,Premium,Bachelor or below,Other,M,Suburban,Single,2,Call Center,Two-Door Car,Small,Personal L1 Auto,2011-02-16
Nevada,0,Basic,High School or Below,Other,M,Suburban,Married,2,Agent,Two-Door Car,Medsize,L3 Personal Auto,2011-02-03
California,0,Extended,Bachelor or below,Other,F,Suburban,Single,1,Agent,Four-Door Car,Medsize,L3 Personal Auto,2011-01-05
Oregon,0,Extended,Bachelor or below,Employed,M,Urban,Single,2,Agent,Two-Door Car,Medsize,L3 Personal Auto,2011-02-07
California,0,Basic,High School or Below,Other,F,Suburban,Single,2,Agent,Four-Door Car,Small,L3 Corporate Auto,2011-02-03
Oregon,0,Premium,Bachelor or below,Employed,M,Suburban,Married,3,Call Center,Luxury,Medsize,L3 Special Auto,2011-01-16
Oregon,0,Basic,Bachelor or below,Employed,M,Suburban,Married,3,Web,Two-Door Car,Small,Personal L1 Auto,2011-01-18
Nevada,0,Basic,Bachelor or below,Other,M,Suburban,Married,1,Web,Four-Door Car,Medsize,L3 Personal Auto,2011-02-10
California,0,Basic,Bachelor or below,Employed,F,Urban,Divorced,3,Web,SUV,Small,L3 Personal Auto,2011-01-11
Oregon,0,Extended,Bachelor or below,Other,F,Rural,Married,1,Agent,Four-Door Car,Medsize,Personal L2 Auto,2011-02-28
Washington,0,Extended,Bachelor or below,Other,M,Suburban,Single,1,Branch,Two-Door Car,Medsize,L3 Personal Auto,2011-01-05
Arizona,0,Basic,Bachelor or below,Employed,F,Rural,Married,4,Agent,Four-Door Car,Medsize,Personal L1 Auto,2011-02-04
California,0,Premium,Bachelor or below,Employed,M,Suburban,Divorced,1,Branch,Four-Door Car,Small,Personal L1 Auto,2011-02-20
Nevada,0,Extended,Graduate Level,Employed,M,Suburban,Single,2,Agent,Two-Door Car,Medsize,Personal L1 Auto,2011-01-17
Arizona,0,Basic,Bachelor or below,Employed,F,Rural,Married,1,Agent,Four-Door Car,Medsize,Personal L2 Auto,2011-02-12
Nevada,0,Basic,High School or Below,Employed,M,Urban,Married,1,Agent,SUV,Medsize,Personal L2 Auto,2011-01-06
California,0,Extended,Bachelor or below,Other,F,Rural,Married,1,Branch,Two-Door Car,Medsize,Personal L2 Auto,2011-02-21
California,0,Extended,Bachelor or below,Employed,M,Rural,Married,2,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-01-11
Oregon,0,Premium,Bachelor or below,Other,M,Suburban,Single,1,Branch,Four-Door Car,Small,L3 Personal Auto,2011-02-11
California,0,Extended,Bachelor or below,Employed,M,Suburban,Divorced,1,Branch,Four-Door Car,Medsize,L3 Corporate Auto,2011-02-05
California,0,Extended,Bachelor or below,Employed,F,Urban,Married,1,Agent,Four-Door Car,Small,L3 Corporate Auto,2011-02-11
Arizona,0,Premium,Bachelor or below,Other,F,Suburban,Single,3,Agent,SUV,Medsize,L3 Personal Auto,2011-01-24
Arizona,0,Basic,Bachelor or below,Employed,F,Urban,Married,1,Web,Two-Door Car,Medsize,L1 Corporate Auto,2011-02-25
California,0,Basic,Bachelor or below,Employed,F,Urban,Married,1,Branch,SUV,Small,Personal L1 Auto,2011-01-18
California,0,Extended,Bachelor or below,Employed,F,Suburban,Married,2,Web,Four-Door Car,Medsize,Personal L1 Auto,2011-01-17
Oregon,0,Basic,Bachelor or below,Other,M,Suburban,Married,3,Web,SUV,Large,L3 Personal Auto,2011-02-28
Arizona,0,Basic,High School or Below,Other,F,Rural,Married,3,Call Center,SUV,Medsize,Personal L2 Auto,2011-01-12
Oregon,0,Basic,Bachelor or below,Employed,M,Rural,Divorced,1,Branch,Two-Door Car,Medsize,L3 Corporate Auto,2011-01-26
Arizona,0,Basic,Bachelor or below,Employed,M,Suburban,Married,2,Branch,Four-Door Car,Medsize,L1 Special Auto,2011-01-29
Oregon,0,Basic,Bachelor or below,Other,M,Suburban,Single,1,Agent,Two-Door Car,Medsize,Personal L2 Auto,2011-01-01
Washington,0,Basic,Graduate Level,Employed,M,Suburban,Single,4,Web,Four-Door Car,Medsize,Personal L2 Auto,2011-01-31
Oregon,0,Basic,High School or Below,Other,F,Rural,Married,4,Call Center,Four-Door Car,Medsize,Personal L2 Auto,2011-01-01
Arizona,0,Basic,Bachelor or below,Other,M,Suburban,Married,3,Call Center,SUV,Medsize,Personal L1 Auto,2011-02-27
California,0,Premium,Bachelor or below,Employed,F,Suburban,Married,1,Web,Four-Door Car,Medsize,L3 Personal Auto,2011-02-23
California,1,Basic,Graduate Level,Employed,F,Suburban,Married,2,Agent,Four-Door Car,Small,L3 Personal Auto,2011-02-03
Oregon,0,Basic,Bachelor or below,Employed,F,Suburban,Divorced,1,Call Center,SUV,Small,L3 Personal Auto,2011-02-22
Arizona,0,Basic,Bachelor or below,Employed,M,Suburban,Divorced,2,Web,Two-Door Car,Medsize,L3 Personal Auto,2011-02-13
California,0,Basic,High School or Below,Other,F,Suburban,Single,3,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-02-13
Nevada,0,Extended,Bachelor or below,Employed,M,Urban,Married,1,Branch,Two-Door Car,Medsize,Personal L2 Auto,2011-01-25
Oregon,0,Premium,High School or Below,Employed,F,Suburban,Single,2,Agent,Four-Door Car,Large,L3 Corporate Auto,2011-01-15
Nevada,0,Basic,High School or Below,Employed,M,Urban,Single,4,Agent,SUV,Small,L3 Special Auto,2011-01-03
California,0,Extended,Graduate Level,Other,F,Suburban,Married,3,Branch,Luxury,Large,L2 Corporate Auto,2011-02-20
Oregon,0,Basic,Bachelor or below,Employed,F,Rural,Married,4,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-02-17
Oregon,0,Basic,Bachelor or below,Other,F,Suburban,Single,1,Branch,Four-Door Car,Medsize,Personal L1 Auto,2011-02-12
Oregon,0,Basic,High School or Below,Employed,F,Urban,Married,2,Agent,Four-Door Car,Medsize,Personal L1 Auto,2011-02-05
Arizona,0,Extended,High School or Below,Other,M,Suburban,Single,4,Call Center,Two-Door Car,Medsize,L3 Personal Auto,2011-02-20
Oregon,0,Basic,High School or Below,Employed,M,Suburban,Married,3,Branch,Luxury,Medsize,L3 Special Auto,2011-02-13
Oregon,0,Basic,High School or Below,Other,F,Suburban,Divorced,1,Branch,Four-Door Car,Small,L3 Personal Auto,2011-02-12
Arizona,1,Extended,High School or Below,Other,M,Suburban,Single,1,Agent,Two-Door Car,Medsize,Personal L2 Auto,2011-01-01
Oregon,0,Basic,Bachelor or below,Other,F,Suburban,Single,1,Agent,Four-Door Car,Medsize,L2 Corporate Auto,2011-01-04
Nevada,1,Basic,Bachelor or below,Retired,M,Suburban,Married,2,Agent,Two-Door Car,Medsize,L3 Corporate Auto,2011-01-01
California,0,Basic,Bachelor or below,Employed,F,Suburban,Married,3,Agent,Four-Door Car,Small,Personal L2 Auto,2011-02-11
California,0,Basic,Bachelor or below,Employed,F,Suburban,Single,2,Agent,Four-Door Car,Medsize,Personal L2 Auto,2011-02-04
California,0,Basic,Bachelor or below,Employed,M,Rural,Married,1,Agent,Four-Door Car,Large,L3 Corporate Auto,2011-02-15
Oregon,0,Extended,Bachelor or below,Other,F,Suburban,Single,2,Agent,Four-Door Car,Medsize,Personal L2 Auto,2011-02-07
Oregon,0,Basic,Bachelor or below,Other,F,Suburban,Single,2,Agent,Luxury,Medsize,Personal L2 Auto,2011-02-22
Arizona,0,Basic,Bachelor or below,Other,M,Suburban,Single,2,Call Center,Two-Door Car,Small,Personal L2 Auto,2011-01-19
Oregon,1,Basic,Bachelor or below,Other,F,Suburban,Divorced,1,Branch,Four-Door Car,Small,L3 Personal Auto,2011-02-22
Nevada,1,Basic,Bachelor or below,Employed,M,Suburban,Married,2,Agent,Two-Door Car,Medsize,Personal L1 Auto,2011-02-27
Arizona,0,Basic,Bachelor or below,Other,M,Suburban,Single,4,Branch,Four-Door Car,Medsize,L1 Special Auto,2011-02-10
Arizona,0,Basic,Bachelor or below,Other,M,Suburban,Married,3,Branch,Two-Door Car,Medsize,Personal L2 Auto,2011-02-23
California,0,Basic,Bachelor or below,Employed,M,Rural,Single,2,Call Center,Two-Door Car,Medsize,L3 Personal Auto,2011-02-06
California,0,Extended,Bachelor or below,Other,M,Suburban,Married,1,Call Center,Four-Door Car,Large,L1 Corporate Auto,2011-02-15
California,1,Basic,Bachelor or below,Retired,M,Suburban,Divorced,1,Agent,Four-Door Car,Large,Personal L1 Auto,2011-01-15
Oregon,0,Extended,High School or Below,Employed,M,Suburban,Single,2,Branch,SUV,Medsize,Personal L1 Auto,2011-01-19
Oregon,0,Basic,High School or Below,Employed,M,Suburban,Married,1,Agent,Four-Door Car,Medsize,Personal L2 Auto,2011-02-21
Oregon,1,Extended,High School or Below,Employed,M,Suburban,Married,2,Agent,Two-Door Car,Medsize,L3 Personal Auto,2011-02-13
California,0,Basic,Bachelor or below,Employed,F,Urban,Married,3,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-02-04
Arizona,0,Basic,Bachelor or below,Employed,M,Urban,Married,2,Web,Four-Door Car,Medsize,Personal L1 Auto,2011-02-15
Arizona,0,Extended,Graduate Level,Employed,M,Suburban,Married,1,Agent,Four-Door Car,Large,L2 Corporate Auto,2011-02-26
Nevada,0,Basic,High School or Below,Employed,F,Suburban,Married,1,Agent,Four-Door Car,Small,L3 Corporate Auto,2011-01-14
Arizona,0,Extended,Bachelor or below,Other,F,Suburban,Married,1,Agent,Four-Door Car,Small,L3 Personal Auto,2011-02-27
Arizona,0,Basic,High School or Below,Employed,F,Urban,Married,2,Agent,Four-Door Car,Medsize,L3 Personal Auto,2011-01-05
California,0,Extended,Bachelor or below,Employed,F,Suburban,Married,4,Agent,Two-Door Car,Small,L3 Personal Auto,2011-02-26
Oregon,0,Basic,Bachelor or below,Other,M,Suburban,Single,2,Call Center,Two-Door Car,Medsize,Personal L2 Auto,2011-02-02
California,0,Basic,High School or Below,Other,M,Suburban,Single,3,Branch,Four-Door Car,Medsize,L3 Personal Auto,2011-02-19
California,0,Basic,High School or Below,Employed,M,Urban,Married,3,Branch,SUV,Small,Personal L1 Auto,2011-02-21
